geo,country,year,energy_production
ven,Venezuela,1979,149900.0
ven,Venezuela,1980,140100.0
ven,Venezuela,1981,136400.0
ven,Venezuela,1982,125600.0
ven,Venezuela,1983,120300.0
ven,Venezuela,1984,122900.0
ven,Venezuela,1985,115300.0
ven,Venezuela,1986,123000.0
ven,Venezuela,1987,125000.0
ven,Venezuela,1988,130100.0
ven,Venezuela,1989,131500.0
ven,Venezuela,1990,148800.0
ven,Venezuela,1991,164500.0
ven,Venezuela,1992,165900.0
ven,Venezuela,1993,174900.0
ven,Venezuela,1994,182300.0
ven,Venezuela,1995,197200.0
ven,Venezuela,1996,222500.0
ven,Venezuela,1997,234600.0
ven,Venezuela,1998,232200.0
ven,Venezuela,1999,211200.0
ven,Venezuela,2000,221100.0
ven,Venezuela,2001,217000.0
ven,Venezuela,2002,203400.0
ven,Venezuela,2003,178900.0
ven,Venezuela,2004,218300.0
ven,Venezuela,2005,233300.0
ven,Venezuela,2006,233900.0
ven,Venezuela,2007,210500.0
ven,Venezuela,2008,208000.0
ven,Venezuela,2009,203500.0
vnm,Vietnam,1971,14200.0
vnm,Vietnam,1972,13930.0
vnm,Vietnam,1973,14790.0
vnm,Vietnam,1974,15660.0
vnm,Vietnam,1975,16660.0
vnm,Vietnam,1976,17210.0
vnm,Vietnam,1977,17880.0
vnm,Vietnam,1978,18110.0
vnm,Vietnam,1979,18170.0
vnm,Vietnam,1980,18360.0
vnm,Vietnam,1981,19110.0
vnm,Vietnam,1982,19560.0
vnm,Vietnam,1983,19860.0
vnm,Vietnam,1984,19450.0
vnm,Vietnam,1985,20090.0
vnm,Vietnam,1986,20770.0
vnm,Vietnam,1987,21320.0
vnm,Vietnam,1988,22320.0
vnm,Vietnam,1989,23210.0
vnm,Vietnam,1990,24710.0
vnm,Vietnam,1991,26810.0
vnm,Vietnam,1992,28770.0
vnm,Vietnam,1993,30570.0
vnm,Vietnam,1994,31800.0
vnm,Vietnam,1995,34530.0
vnm,Vietnam,1996,37720.0
vnm,Vietnam,1997,40550.0
vnm,Vietnam,1998,43940.0
vnm,Vietnam,1999,45590.0
vnm,Vietnam,2000,48110.0
vnm,Vietnam,2001,50060.0
vnm,Vietnam,2002,53160.0
vnm,Vietnam,2003,54380.0
vnm,Vietnam,2004,65230.0
vnm,Vietnam,2005,69710.0
vnm,Vietnam,2006,72540.0
vnm,Vietnam,2007,73600.0
vnm,Vietnam,2008,71400.0
vnm,Vietnam,2009,76640.0
yem,Yemen,1971,48.72
yem,Yemen,1972,50.15
yem,Yemen,1973,50.15
yem,Yemen,1974,51.58
yem,Yemen,1975,53.01
yem,Yemen,1976,54.45
yem,Yemen,1977,55.88
yem,Yemen,1978,57.31
yem,Yemen,1979,58.74
yem,Yemen,1980,60.18
yem,Yemen,1981,61.61
yem,Yemen,1982,63.04
yem,Yemen,1983,64.48
yem,Yemen,1984,65.91
yem,Yemen,1985,68.77
yem,Yemen,1986,426.6
yem,Yemen,1987,1006.0
yem,Yemen,1988,8046.0
yem,Yemen,1989,9056.0
yem,Yemen,1990,9384.0
yem,Yemen,1991,10320.0
yem,Yemen,1992,8929.0
yem,Yemen,1993,10950.0
yem,Yemen,1994,16950.0
yem,Yemen,1995,17290.0
yem,Yemen,1996,17470.0
yem,Yemen,1997,18280.0
yem,Yemen,1998,18630.0
yem,Yemen,1999,19740.0
yem,Yemen,2000,22030.0
yem,Yemen,2001,22100.0
yem,Yemen,2002,22230.0
yem,Yemen,2003,21910.0
yem,Yemen,2004,20640.0
yem,Yemen,2005,20450.0
yem,Yemen,2006,18730.0
yem,Yemen,2007,16520.0
yem,Yemen,2008,15270.0
yem,Yemen,2009,15220.0
zaf,South Africa,1971,37770.0
zaf,South Africa,1972,37940.0
zaf,South Africa,1973,40360.0
zaf,South Africa,1974,42780.0
zaf,South Africa,1975,45210.0
zaf,South Africa,1976,49030.0
zaf,South Africa,1977,54060.0
zaf,South Africa,1978,58660.0
zaf,South Africa,1979,66480.0
zaf,South Africa,1980,73170.0
zaf,South Africa,1981,80930.0
zaf,South Africa,1982,87190.0
zaf,South Africa,1983,91140.0
zaf,South Africa,1984,103000.0
zaf,South Africa,1985,109500.0
zaf,South Africa,1986,112600.0
zaf,South Africa,1987,112300.0
zaf,South Africa,1988,116900.0
zaf,South Africa,1989,114600.0
zaf,South Africa,1990,114500.0
zaf,South Africa,1991,116900.0
zaf,South Africa,1992,115000.0
zaf,South Africa,1993,123000.0
zaf,South Africa,1994,128300.0
zaf,South Africa,1995,134800.0
zaf,South Africa,1996,135000.0
zaf,South Africa,1997,143400.0
zaf,South Africa,1998,145000.0
zaf,South Africa,1999,145000.0
zaf,South Africa,2000,145600.0
zaf,South Africa,2001,144900.0
zaf,South Africa,2002,143800.0
zaf,South Africa,2003,153400.0
zaf,South Africa,2004,157600.0
zaf,South Africa,2005,157900.0
zaf,South Africa,2006,157400.0
zaf,South Africa,2007,158800.0
zaf,South Africa,2008,162000.0
zaf,South Africa,2009,160600.0
zmb,Zambia,1971,2692.0
zmb,Zambia,1972,3047.0
zmb,Zambia,1973,3119.0
zmb,Zambia,1974,3364.0
zmb,Zambia,1975,3469.0
zmb,Zambia,1976,3614.0
zmb,Zambia,1977,3796.0
zmb,Zambia,1978,3804.0
zmb,Zambia,1979,3894.0
zmb,Zambia,1980,4029.0
zmb,Zambia,1981,4156.0
zmb,Zambia,1982,4350.0
zmb,Zambia,1983,4328.0
zmb,Zambia,1984,4445.0
zmb,Zambia,1985,4584.0
zmb,Zambia,1986,4699.0
zmb,Zambia,1987,4618.0
zmb,Zambia,1988,4795.0
zmb,Zambia,1989,4692.0
zmb,Zambia,1990,4918.0
zmb,Zambia,1991,5103.0
zmb,Zambia,1992,5050.0
zmb,Zambia,1993,5250.0
zmb,Zambia,1994,5258.0
zmb,Zambia,1995,5352.0
zmb,Zambia,1996,5350.0
zmb,Zambia,1997,5490.0
zmb,Zambia,1998,5641.0
zmb,Zambia,1999,5788.0
zmb,Zambia,2000,5925.0
zmb,Zambia,2001,6069.0
zmb,Zambia,2002,6215.0
zmb,Zambia,2003,6355.0
zmb,Zambia,2004,6436.0
zmb,Zambia,2005,6621.0
zmb,Zambia,2006,6791.0
zmb,Zambia,2007,6903.0
zmb,Zambia,2008,7034.0
zmb,Zambia,2009,7241.0
zwe,Zimbabwe,1971,5103.0
zwe,Zimbabwe,1972,5023.0
zwe,Zimbabwe,1973,5283.0
zwe,Zimbabwe,1974,5449.0
zwe,Zimbabwe,1975,5358.0
zwe,Zimbabwe,1976,5736.0
zwe,Zimbabwe,1977,5618.0
zwe,Zimbabwe,1978,5594.0
zwe,Zimbabwe,1979,5738.0
zwe,Zimbabwe,1980,5793.0
zwe,Zimbabwe,1981,5685.0
zwe,Zimbabwe,1982,5834.0
zwe,Zimbabwe,1983,5949.0
zwe,Zimbabwe,1984,6091.0
zwe,Zimbabwe,1985,6436.0
zwe,Zimbabwe,1986,6815.0
zwe,Zimbabwe,1987,7639.0
zwe,Zimbabwe,1988,7777.0
zwe,Zimbabwe,1989,8000.0
zwe,Zimbabwe,1990,8550.0
zwe,Zimbabwe,1991,8978.0
zwe,Zimbabwe,1992,9026.0
zwe,Zimbabwe,1993,8622.0
zwe,Zimbabwe,1994,8462.0
zwe,Zimbabwe,1995,8381.0
zwe,Zimbabwe,1996,8255.0
zwe,Zimbabwe,1997,8058.0
zwe,Zimbabwe,1998,8244.0
zwe,Zimbabwe,1999,8723.0
zwe,Zimbabwe,2000,8618.0
zwe,Zimbabwe,2001,8605.0
zwe,Zimbabwe,2002,8643.0
zwe,Zimbabwe,2003,8596.0
zwe,Zimbabwe,2004,8611.0
zwe,Zimbabwe,2005,8860.0
zwe,Zimbabwe,2006,8678.0
zwe,Zimbabwe,2007,8630.0
zwe,Zimbabwe,2008,8533.0
zwe,Zimbabwe,2009,8530.0
